Country name,Regional indicator,Ladder score,Standard error of ladder score,upperwhisker,lowerwhisker,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Ladder score in Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual
Laos,Southeast Asia,4.888599873,0.04026861489,4.967526436,4.809673309,8.79858017,0.7375022173,58.70992279,0.9072135687,0.1113714799,0.6346793175,1.972316742,0.7146938443,0.9873918891,0.4863782823,0.6120272875,0.27266711,0.1942739636,1.621152639
Albania,Central and Eastern Europe,4.882699966,0.0561157316,4.992686749,4.772713184,9.417930603,0.6710704565,68.70813751,0.7819942236,-0.0423094891,0.8963037133,1.972316742,0.9066530466,0.8304839134,0.8463296294,0.4619458914,0.1710277647,0.02536128461,1.640897036
Cambodia,Southeast Asia,4.848400116,0.05800687149,4.962093353,4.734706879,8.249890327,0.773080647,61.52996826,0.9597046375,0.05191117898,0.8227690458,1.972316742,0.5446349382,1.071426034,0.5879043341,0.6749403477,0.2333420813,0.07283750176,1.663300037
Bangladesh,South Asia,4.832799911,0.04012419283,4.911443233,4.75415659,8.287063599,0.6872929931,64.50306702,0.9006249905,-0.03366472572,0.6618435383,1.972316742,0.5561562777,0.8688005805,0.6949405074,0.6041305661,0.1767451167,0.1767359078,1.755261898
Gabon,Sub-Saharan Africa,4.829299927,0.06026824191,4.947425842,4.711174011,9.680537224,0.787886858,59.71533966,0.704829216,-0.2222616225,0.8491509557,1.972316742,0.9880443811,1.10639751,0.522574842,0.3694598973,0.05201360211,0.05580453947,1.735027552
South Africa,Sub-Saharan Africa,4.814099789,0.06002359092,4.931746006,4.696453571,9.403370857,0.8525322676,56.50601196,0.7593300939,-0.1097773239,0.8434238434,1.972316742,0.9021404386,1.259086251,0.4070340693,0.4347818196,0.1264068484,0.05950213969,1.625117302
Iraq,Middle East and North Africa,4.784800053,0.07779187709,4.937272072,4.632328033,9.661095619,0.7476949692,59.90354919,0.6331826448,-0.06956475973,0.8222618103,1.972316742,0.9820187092,1.011466622,0.529350698,0.2835880518,0.1530020684,0.07316499203,1.752173662
Lebanon,Middle East and North Africa,4.771500111,0.04375398532,4.857257843,4.685742378,9.3617239,0.8243381381,67.10658264,0.5513575077,-0.06121527031,0.9022562504,1.972316742,0.8892325163,1.19249332,0.7886711359,0.1855166703,0.1585241407,0.02151814662,1.53554225
Burkina Faso,Sub-Saharan Africa,4.768700123,0.06206726655,4.890351772,4.647048473,7.46854496,0.7129436135,53.88945389,0.6655635834,-0.01908051595,0.7397950292,1.972316742,0.3024676442,0.9293859005,0.3128338754,0.3223981559,0.1863906085,0.1264080554,2.588826418
Gambia,Sub-Saharan Africa,4.750599861,0.06716365367,4.882240772,4.61895895,7.321814537,0.6931686997,55.0120163,0.733163178,0.3431987166,0.6907178164,1.972316742,0.2569905519,0.8826786876,0.3532478809,0.4034195244,0.4259896874,0.1580937952,2.270216465
Mali,Sub-Saharan Africa,4.729300022,0.06436276436,4.855451107,4.603148937,7.629852295,0.7314689755,51.72698212,0.7115661502,-0.04436692595,0.8393284082,1.972316742,0.3524626493,0.9731417298,0.234981522,0.3775344491,0.1696670502,0.06214627624,2.559335232
Nigeria,Sub-Saharan Africa,4.724100113,0.05211625993,4.826248169,4.621952057,8.57662487,0.7372168899,49.86190796,0.7595784068,0.03374580666,0.861874342,1.972316742,0.6459018588,0.9867179394,0.167835936,0.4350794554,0.2213281244,0.04758993536,2.219635487
Armenia,Commonwealth of Independent States,4.676799774,0.0585953556,4.791646481,4.561953068,9.100476265,0.7574794292,66.75065613,0.7120178342,-0.1387796104,0.7735447884,1.972316742,0.8082624078,1.034576893,0.7758572698,0.3780758083,0.1072257385,0.1046181843,1.468161583
Georgia,Commonwealth of Independent States,4.672599792,0.04341741279,4.757698059,4.587501526,9.226100922,0.6290330291,64.49520874,0.8016415238,-0.2289203703,0.6659446955,1.972316742,0.8471980691,0.7311939001,0.6946576238,0.485494107,0.04760973528,0.1740880758,1.69239831
Iran,Middle East and North Africa,4.672399998,0.05587802082,4.78192091,4.562879086,9.813719749,0.6946896911,66.00614929,0.6478732824,0.117891103,0.7146359682,1.972316742,1.029322505,0.8862711787,0.7490538359,0.3011954725,0.2769789398,0.1426515132,1.286969423
Jordan,Middle East and North Africa,4.633399963,0.05875121802,4.748552322,4.518247604,9.025999069,0.8021637201,66.79975128,0.7510477901,-0.1625652015,0.7003443241,1.972316742,0.7851791978,1.140118599,0.7776247263,0.4248550832,0.09149476886,0.1518786252,1.262258053
Mozambique,Sub-Saharan Africa,4.623600006,0.07928408682,4.778996944,4.468203068,7.069345951,0.7238740325,54.20582199,0.8644518852,0.03237586841,0.6830191016,1.972316742,0.1787413657,0.9552028775,0.3242236376,0.5607753396,0.220422104,0.1630643159,2.221216202
Kenya,Sub-Saharan Africa,4.583000183,0.06780498475,4.715898037,4.450102329,8.02977562,0.7026520371,60.09693146,0.8297475576,0.2946815193,0.8314991593,1.972316742,0.476413399,0.9050777555,0.5363127589,0.5191805363,0.3939020932,0.06720107794,1.684904575
Namibia,Sub-Saharan Africa,4.571100235,0.0609834753,4.690628052,4.451572418,9.203141212,0.8468809724,56.50148773,0.7675209641,-0.1853064597,0.8514497876,1.972316742,0.8400819898,1.245738149,0.4068711698,0.4445989728,0.07645448297,0.05432034284,1.503033161
Ukraine,Commonwealth of Independent States,4.56069994,0.04968389496,4.658080578,4.463319302,9.010690689,0.8788793683,64.60678101,0.6630818844,-0.03093370609,0.9206367135,1.972316742,0.7804346085,1.321316481,0.6986743808,0.3194237053,0.1785513163,0.009651159868,1.252669334
Liberia,Sub-Saharan Africa,4.557899952,0.08195635676,4.71853447,4.397265434,7.054380417,0.7092805505,56.09631348,0.735268712,0.04227321967,0.8563759327,1.972316742,0.1741030067,0.9207339287,0.3922842741,0.4059430957,0.2269678712,0.05113987625,2.386757851
Palestinian Territories,Middle East and North Africa,4.552800179,0.05587481707,4.662314892,4.443285465,8.389223099,0.8252959251,62.25,0.6457918286,-0.1620790958,0.8241999745,1.972316742,0.5878192186,1.194755554,0.6138265729,0.2987007499,0.09181626141,0.07191365212,1.693985701
Uganda,Sub-Saharan Africa,4.43200016,0.0684954524,4.566251278,4.297749043,7.500389576,0.7649946213,55.70820236,0.7317139506,0.09948743135,0.8367378116,1.972316742,0.3123374283,1.052327394,0.3783116639,0.4016825557,0.2648073733,0.06381884217,1.958671093
Chad,Sub-Saharan Africa,4.422699928,0.07523132116,4.570153236,4.27524662,7.467963696,0.6323880553,48.22053909,0.5873052478,0.01783471927,0.8027608395,1.972316742,0.3022874892,0.739118278,0.1087440997,0.2286017686,0.2108050883,0.08575540781,2.74742651
Tunisia,Middle East and North Africa,4.392199993,0.04967053235,4.489554405,4.294845581,9.314972878,0.6887185574,66.89785767,0.5933615565,-0.2164138108,0.8675902486,1.972316742,0.8747426867,0.8721677065,0.7811567187,0.2358605564,0.05588114262,0.04389957339,1.528496742
Mauritania,Sub-Saharan Africa,4.374599934,0.05509334058,4.482583046,4.266616821,8.233919144,0.7908192277,57.01017761,0.551522553,-0.1060081422,0.7462235093,1.972316742,0.5396848917,1.113323569,0.4251848161,0.1857144833,0.1288996637,0.122257635,1.85955739
Sri Lanka,South Asia,4.327000141,0.05308552459,4.431047916,4.222952366,9.389969826,0.8253740668,67.20006561,0.8376336694,0.08112961799,0.8590017557,1.972316742,0.8979869485,1.19494009,0.7920367122,0.528632462,0.2526661456,0.04944456369,0.6112885475
Congo (Kinshasa),Sub-Saharan Africa,4.31099987,0.1089982316,4.524636269,4.097363472,6.694256306,0.6721590161,52.90000153,0.7007935643,0.08363765478,0.8094035983,1.972316742,0.06248746812,0.8330550194,0.2772120535,0.3646229804,0.2543248832,0.081466645,2.437864304
Swaziland,Sub-Saharan Africa,4.308100224,0.07145193964,4.448145866,4.168054581,9.16267395,0.7702901959,51.18823624,0.6468222737,-0.1992014199,0.7082633376,1.972316742,0.827539742,1.064835191,0.2155858278,0.2999357879,0.06726483256,0.1467658728,1.686207294
Myanmar,Southeast Asia,4.308000088,0.04294921458,4.392180443,4.223819733,8.680481911,0.7844070196,58.96171188,0.895075202,0.5606639981,0.6451243162,1.972316742,0.67809093,1.098178267,0.4954430759,0.5974788666,0.5698137283,0.1875303537,0.6814625263
Comoros,Sub-Saharan Africa,4.288599968,0.08434019238,4.453906536,4.1232934,7.833630085,0.625662446,57.34901047,0.5476126075,0.09000840783,0.7806226015,1.972316742,0.415620774,0.7232328057,0.4373833239,0.181028232,0.258538276,0.1000485346,2.17276907
Togo,Sub-Saharan Africa,4.187200069,0.06250677258,4.309713364,4.064686775,7.357711315,0.5513126254,54.71989822,0.6498286128,0.002667874563,0.7577334642,1.972316742,0.2681162655,0.5476228595,0.3427311778,0.3035390377,0.2007742524,0.1148264557,2.409595251
Ethiopia,Sub-Saharan Africa,4.186200142,0.03891509399,4.262473583,4.109926701,7.509385586,0.7433073521,58.63959122,0.7407951951,0.04337733239,0.7536900043,1.972316742,0.3151256442,1.001103282,0.4838462472,0.4125668705,0.2276981026,0.1174370348,1.628459215
Madagascar,Sub-Saharan Africa,4.165599823,0.05754210427,4.278382301,4.052817345,7.281685829,0.6681959033,59.10542679,0.5575740933,-0.01182363927,0.8174856305,1.972316742,0.2445532084,0.8236943483,0.5006170273,0.192967549,0.191190064,0.07624863833,2.136298418
Egypt,Middle East and North Africa,4.151400089,0.03597942367,4.221919537,4.080880642,9.316541672,0.735447824,61.78015137,0.7083541751,-0.196878314,0.7877268791,1.972316742,0.8752289414,0.9825395346,0.5969113111,0.3736847341,0.06880125403,0.09546179324,1.158818245
Sierra Leone,Sub-Saharan Africa,3.926399946,0.06115078926,4.046255589,3.806544304,7.26880312,0.6361420155,50.86514282,0.7153150439,0.08866074681,0.861330688,1.972316742,0.2405603826,0.7479849458,0.2039539665,0.3820276856,0.2576470077,0.04794093594,2.046271801
Burundi,Sub-Saharan Africa,3.775300026,0.107122384,3.98526001,3.565340042,6.492642403,0.4903257191,53.40000153,0.626350224,-0.01755159721,0.6069345474,1.972316742,0,0.4035752714,0.2952128351,0.2753990591,0.1874017864,0.2121868283,2.401507378
Zambia,Sub-Saharan Africa,3.759399891,0.06067669019,3.878326178,3.640473604,8.224720001,0.6988244653,55.29937744,0.8065002561,0.07803712785,0.8012896776,1.972316742,0.5368337631,0.8960372806,0.3635933399,0.4913175404,0.2506209016,0.08670523763,1.134339333
Haiti,Latin America and Caribbean,3.720799923,0.1014630049,3.919667482,3.521932364,7.411329269,0.5932478309,55.59862518,0.5378251672,0.4005345702,0.6847672462,1.972316742,0.2847344279,0.6466713548,0.3743667305,0.1692975163,0.4639096558,0.1619356722,1.619916916
Lesotho,Sub-Saharan Africa,3.652800083,0.08212098479,3.813757181,3.491842985,7.960488319,0.7804957032,48.00362396,0.7381258607,-0.1457320452,0.8573920727,1.972316742,0.4549387395,1.088940024,0.1009348109,0.4093675315,0.1026276425,0.05048382282,1.445513964
India,South Asia,3.573299885,0.02770223469,3.627596378,3.519003391,8.849823952,0.5922009349,60.21518707,0.8814448714,0.05755160749,0.7720426917,1.972316742,0.7305761576,0.6441986561,0.5405701399,0.5811422467,0.2370724827,0.1055879816,0.7341308594
Malawi,Sub-Saharan Africa,3.538000107,0.0702605173,3.675710678,3.400289536,7.062226295,0.5440073013,57.59288788,0.8032231927,0.02143327892,0.731700778,1.972316742,0.1765347272,0.5303680897,0.4461632967,0.4873898327,0.213185057,0.1316339523,1.552718282
Yemen,Middle East and North Africa,3.527400017,0.05415808409,3.633549929,3.421250105,7.759682655,0.8179805875,56.72728348,0.5999202728,-0.1577354372,0.8002877235,1.972316742,0.3927017748,1.177477121,0.4150001705,0.2437214851,0.09468901157,0.08735212684,1.116472721
Botswana,Sub-Saharan Africa,3.478899956,0.0605426915,3.597563744,3.360236168,9.711203575,0.7791217566,58.92445374,0.8213281035,-0.2503944933,0.7779309154,1.972316742,0.9975489974,1.08569479,0.494101733,0.5090894103,0.03340748698,0.1017863676,0.2572405338
Tanzania,Sub-Saharan Africa,3.476200104,0.06320974976,3.600091219,3.352308989,7.967665195,0.6889331937,57.49607468,0.8215397596,0.109668687,0.6197994351,1.972316742,0.4571631253,0.872674644,0.4426778555,0.5093430877,0.27154091,0.2038808614,0.7189633846
Central African Republic,Sub-Saharan Africa,3.475899935,0.1151829511,3.701658487,3.250141382,6.625160217,0.3194598556,45.20000076,0.6408806443,0.08241035789,0.8918066621,1.972316742,0.04107208177,0,0,0.2928144634,0.253513217,0.02826471813,2.860197544
Rwanda,Sub-Saharan Africa,3.312299967,0.05242520943,3.415053368,3.209546566,7.600104332,0.5408354402,61.09884644,0.9005894065,0.05548395216,0.1835411787,1.972316742,0.3432426751,0.5228763223,0.5723832846,0.6040878892,0.2357049882,0.4855424762,0.5484449863
Zimbabwe,Sub-Saharan Africa,3.299200058,0.05867446214,3.414201975,3.184198141,7.865711689,0.7630927563,55.61725998,0.7114579082,-0.07206395268,0.8102369905,1.972316742,0.4255640209,1.047835231,0.3750376105,0.3774047196,0.1513491869,0.08092857897,0.8410310745
South Sudan,Sub-Saharan Africa,2.816600084,0.1076104045,3.027516365,2.605683804,7.425359726,0.5537071228,51,0.4513136148,0.01651854813,0.7634173036,1.972316742,0.2890829742,0.5532785058,0.208809033,0.06560925394,0.2099346071,0.1111567989,1.378751278
Afghanistan,South Asia,2.566900015,0.03131142631,2.628270388,2.505529642,7.462860584,0.4703669548,52.59000015,0.3965730071,-0.09642940015,0.9336865544,1.972316742,0.3007058501,0.3564338386,0.2660515308,0,0.1352347136,0.001225785352,1.507235646
